'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'36-37','-115--114'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'39-40','-83--82'
'39-40','-83--82'
'40-41','-82--81'
'40-41','-83--82'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-83--82'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
'40-41','-82--81'
